649, Tifton, 44788, 906 Bloomfield Run,1959-00-07 19:00:00, wrong@yahoo.com, Rob, Rush, 97987, 92026, Ms, 719596339, 5527580021,books, 4, 3, 1, 4, 2, 1, 4, 8, 4, 4, 2
650, Bowdon, 15852, 1684 Ferncliff Ave,1967-00-08 19:00:00, pique@yahoo.com, Bobby, Hines, 51891, 87138, Ms, 574582166, 7950878324,speed, 9, 1, 1, 9, 2, 1, 3, 4, 5, 4, 1
651, Atlanta, 61536, 510 Hanawalt Avenue,1980-00-06 19:00:00, found@yahoo.com, Marvin, Nieves, 07239, 62838, Ms, 195597208, 9520459930,found, 8, 3, 1, 9, 2, 2, 1, 5, 2, 4, 2
652, Blairsville, 72269, 1111 Fess Square,1965-00-05 19:00:00, plane@yahoo.com, Lee, Neal, 27616, 83394, Mr, 217188564, 0884464645,light, 2, 1, 1, 8, 1, 2, 2, 9, 6, 1, 3
653, Crescent, 80337, 1382 Norfield Square,1984-00-21 19:00:00, trees@yahoo.com, Lance, Mayo, 86083, 91382, Mr, 626330733, 7268837803,light, 1, 1, 1, 9, 1, 1, 4, 7, 1, 1, 2
654, Darien, 88604, 736 Village Ridge,1972-00-26 19:00:00, throw@yahoo.com, Clara, Love, 29769, 75926, Mr, 367545247, 4780812001,light, 4, 4, 1, 7, 2, 1, 1, 9, 6, 1, 3
655, Walthourville, 77996, 708 Arborwood Terrace,1966-00-11 19:00:00, enter@yahoo.com, Roxanne, Ruiz, 27098, 42012, Mr, 326704667, 6959532670,light, 1, 4, 1, 9, 1, 2, 3, 6, 3, 1, 4
656, Enigma, 20583, 1282 Moonlight Drv,1962-00-06 19:00:00, light@yahoo.com, Tashia, Turner, 92648, 73954, Ms, 300611170, 2422368798,caves, 1, 1, 1, 9, 1, 1, 2, 5, 6, 4, 1
657, Barwick, 65581, 1718 Martinel Boulevard,1959-00-27 19:00:00, enter@yahoo.com, Darla, Stuart, 37562, 06905, Ms, 418023270, 1032625767,throw, 2, 3, 1, 5, 2, 1, 5, 3, 6, 4, 3
658, Omega, 94426, 885 Ridge Boulevard,1970-00-24 19:00:00, pique@yahoo.com, Roberta, Barr, 58962, 97991, Ms, 831586297, 4321058434,light, 5, 4, 1, 1, 1, 1, 1, 3, 4, 3, 2
659, Portal, 89882, 1574 Northland Crescent,1962-00-02 19:00:00, smoke@yahoo.com, Eva, McKenzie, 49568, 37279, Ms, 633090314, 1768022306,words, 6, 2, 1, 9, 1, 2, 5, 1, 2, 1, 3
660, Douglasville, 88836, 1556 Snyder Drv,1975-00-26 19:00:00, plane@yahoo.com, Marsha, Mendez, 57026, 74091, Ms, 783207181, 3292757662,light, 4, 1, 1, 8, 2, 2, 2, 8, 5, 4, 1
661, Kings Bay Base, 11116, 447 Beech Blvd,1981-00-21 19:00:00, speed@yahoo.com, Isaac, Franklin, 30583, 17838, Ms, 342219596, 2781992145,about, 2, 1, 1, 7, 2, 2, 1, 6, 1, 5, 2
662, Norman Park, 08296, 1569 Shindern Station,1980-00-10 19:00:00, throw@yahoo.com, Angie, Warner, 96895, 69298, Ms, 676306280, 1554146681,badly, 9, 4, 1, 6, 1, 2, 4, 3, 4, 2, 2
663, Hopeulikit, 13492, 1192 Riverview Run,1976-00-28 19:00:00, light@yahoo.com, Sheila, Weaver, 00406, 06106, Ms, 417899184, 4391196538,white, 6, 2, 1, 7, 1, 2, 5, 9, 4, 1, 4
664, Ailey, 21327, 583 Devlin Parkway,1962-00-22 19:00:00, wrong@yahoo.com, Adam, Woodward, 50408, 17733, Mr, 583084000, 3345180076,wrong, 0, 3, 1, 9, 2, 1, 1, 4, 3, 3, 2
665, Mystic, 99558, 682 Twimenhill Station,1970-00-23 19:00:00, badly@yahoo.com, Sierra, Love, 89698, 67208, Ms, 441115526, 4224395565,asked, 0, 2, 1, 2, 1, 1, 5, 4, 5, 6, 2
666, Lenox, 87189, 1662 Lima Park,1955-00-30 19:00:00, pique@yahoo.com, Jenny, Hebert, 64011, 62359, Mr, 236316751, 9268381057,pique, 2, 3, 1, 5, 2, 1, 5, 4, 1, 2, 4
667, Thomson, 62774, 874 Ballov Way,1975-00-25 19:00:00, throw@yahoo.com, Mother, Bruce, 38980, 40758, Mr, 927149656, 7758412069,build, 5, 2, 1, 2, 2, 2, 1, 1, 4, 2, 1
668, Norman Park, 79018, 1019 Creekview Street,1977-00-21 19:00:00, enter@yahoo.com, Ricky, Miranda, 75731, 35920, Ms, 906829069, 6601076486,asked, 8, 4, 1, 3, 1, 1, 4, 1, 6, 1, 3
669, Palmetto, 57338, 1095 Gratiot-Newark Crescent,1969-00-14 19:00:00, light@yahoo.com, Kaitlyn, Collier, 53292, 14568, Ms, 766751093, 7216070872,trees, 7, 2, 1, 1, 2, 1, 1, 6, 1, 4, 1
670, Fort Valley, 27832, 724 Nichalas Court,1984-00-01 19:00:00, smoke@yahoo.com, Pete, Serrano, 83108, 89926, Ms, 497674178, 5913566081,enter, 0, 2, 1, 3, 1, 1, 4, 5, 3, 2, 2
671, Amboy, 06628, 763 Carroll Circle,1981-00-17 19:00:00, light@yahoo.com, Dale, Walls, 72126, 13854, Ms, 098061219, 8337767406,speed, 0, 4, 1, 3, 1, 1, 2, 5, 1, 4, 2
672, Warwick, 00376, 866 Glenhaven Path,1972-00-24 19:00:00, crash@yahoo.com, Rod, Pearson, 72006, 10859, Ms, 743805896, 2151232558,light, 0, 3, 1, 9, 2, 1, 4, 3, 5, 3, 4
673, Roswell, 35211, 1244 Indiana Lane,1983-00-02 19:00:00, books@yahoo.com, Deanna, Crane, 15927, 80334, Mr, 026304147, 0322030825,trees, 1, 2, 1, 4, 2, 1, 4, 7, 1, 2, 1
674, Bowens Mill, 50123, 968 Seaman Square,1957-00-14 19:00:00, light@yahoo.com, Larry, Bell, 46739, 75423, Mr, 620741289, 5899815502,light, 9, 3, 1, 8, 2, 1, 5, 1, 2, 2, 4
675, Whigham, 49982, 1241 Bluff Circle,1955-00-24 19:00:00, pique@yahoo.com, Jesse, Cook, 04746, 07527, Mr, 927023044, 9943695591,light, 0, 3, 1, 2, 1, 2, 1, 2, 4, 6, 4
676, Nelson, 13641, 1565 Victory Boulevard,1984-00-20 19:00:00, asked@yahoo.com, Martin, Whitney, 35086, 20642, Mr, 336237623, 9258726615,throw, 8, 3, 1, 4, 1, 1, 3, 3, 3, 1, 3
677, Darien, 52924, 1106 Airwood Ave,1970-00-12 19:00:00, light@yahoo.com, Janet, Brewer, 27569, 38980, Ms, 682260717, 7753297338,pique, 3, 2, 1, 9, 2, 2, 5, 3, 4, 3, 1
678, Cornelia, 94577, 1493 Vance Way,1978-00-30 19:00:00, white@yahoo.com, Charlene, Hoffman, 39674, 16887, Mr, 081576144, 2285826212,about, 6, 2, 1, 5, 2, 1, 4, 7, 1, 2, 4
679, Trudie, 67463, 647 Catalpa Terrace,1976-00-16 19:00:00, badly@yahoo.com, Rob, Lamb, 08021, 93532, Ms, 595157258, 1340521159,enter, 0, 2, 1, 7, 2, 1, 4, 6, 4, 4, 2
680, Mcrae, 95179, 1212 Allison Circle,1958-00-06 19:00:00, pique@yahoo.com, Carrie, Lawson, 86961, 07806, Ms, 556269813, 9307471957,pique, 8, 4, 1, 5, 2, 1, 3, 4, 4, 4, 2
681, Smyrna, 43413, 620 Otterbein Circle,1961-00-11 19:00:00, wrong@yahoo.com, Andrew, Durham, 66259, 69072, Ms, 021954894, 9634721419,write, 0, 3, 1, 8, 1, 2, 1, 3, 6, 4, 3
682, Barwick, 69904, 1214 Tannehill Road,1956-00-06 19:00:00, about@yahoo.com, Laura, Crawford, 78168, 16079, Ms, 596591826, 8364206328,light, 3, 3, 1, 5, 1, 1, 2, 2, 4, 3, 2
683, Buford, 16565, 1203 Albright Trail,1969-00-04 19:00:00, write@yahoo.com, Alexandra, Williams, 35664, 30405, Ms, 691722802, 4192061894,speed, 4, 3, 1, 6, 1, 2, 4, 9, 4, 4, 3
684, Atlanta, 58528, 1549 Emily Park,1981-00-14 19:00:00, build@yahoo.com, Kenneth, Todd, 50150, 50015, Ms, 391926929, 4334606573,pique, 8, 1, 1, 8, 2, 1, 5, 2, 2, 4, 1
685, Bainbridge, 83392, 965 Kevrob Parkway,1984-00-30 19:00:00, wrong@yahoo.com, Joann, Schwartz, 67318, 51329, Ms, 501479995, 2202339770,smoke, 8, 3, 1, 5, 1, 1, 2, 9, 4, 1, 1
686, Toccoa, 19708, 982 Middlefork Path,1959-00-17 19:00:00, badly@yahoo.com, Kelsey, Oconnor, 10326, 84885, Ms, 677250079, 0977443718,light, 2, 4, 1, 3, 2, 1, 3, 3, 3, 4, 4
687, Cusseta, 30288, 860 Clover Drv,1978-00-11 19:00:00, badly@yahoo.com, Jennifer, Terry, 68524, 38338, Mr, 517843627, 1370002962,throw, 6, 4, 1, 8, 2, 2, 5, 8, 2, 4, 2
688, Warrenton, 04780, 1250 Chevington Ave,1976-00-06 19:00:00, throw@yahoo.com, Stephanie, Ashley, 67604, 22580, Ms, 081076021, 8823265632,badly, 8, 3, 1, 7, 1, 1, 3, 5, 6, 6, 3
689, Geneva, 63885, 845 Devin Run,1984-00-21 19:00:00, world@yahoo.com, Mitchell, Duke, 18268, 14311, Mr, 213487526, 0176680012,write, 6, 4, 1, 4, 1, 2, 5, 1, 5, 3, 2
690, Augusta, 12825, 904 Cannon Court,1956-00-15 19:00:00, badly@yahoo.com, Melody, Parks, 77710, 45369, Ms, 646846929, 1322904328,words, 0, 3, 1, 1, 1, 2, 4, 4, 6, 3, 4
691, Westwood, 98714, 412 Fernstone Ave,1970-00-09 19:00:00, words@yahoo.com, Miranda, Spence, 86040, 62931, Mr, 800472665, 0690784672,badly, 5, 1, 1, 2, 1, 1, 5, 3, 5, 5, 4
692, Lake City, 24578, 550 Stonecreek Ridge,1964-00-26 19:00:00, asked@yahoo.com, Terry, Huber, 56977, 11642, Ms, 316606058, 5567926233,words, 5, 3, 1, 4, 1, 2, 2, 9, 2, 4, 3
693, Lakeland, 41292, 519 Culbertson Drive,1966-00-08 19:00:00, speed@yahoo.com, Nancy, Gutierrez, 67200, 53725, Mr, 306841458, 5517635347,pique, 9, 1, 1, 7, 1, 2, 5, 1, 6, 1, 1
694, Hardwicke, 48395, 841 Petersburg Road,1964-00-11 19:00:00, throw@yahoo.com, Jodi, Summers, 36709, 07323, Mr, 024357405, 0661730136,until, 6, 2, 1, 6, 2, 2, 2, 1, 6, 6, 1
695, Commerce, 48357, 1343 Kennedy Park,1965-00-06 19:00:00, light@yahoo.com, Brianna, Hendrix, 59056, 11465, Ms, 458433231, 4290218270,until, 4, 4, 1, 2, 2, 2, 5, 4, 1, 6, 1
696, Royston, 79954, 1137 Baker Parkway,1964-00-10 19:00:00, enter@yahoo.com, Angela, Ayala, 96763, 06239, Ms, 350014374, 9440005380,badly, 2, 4, 1, 6, 2, 2, 5, 8, 3, 5, 3
697, Bloomingdale, 41590, 1305 Neptune Terrace,1982-00-20 19:00:00, enter@yahoo.com, Jenny, Humphrey, 82782, 67287, Ms, 922988610, 8573088292,about, 5, 2, 1, 3, 2, 2, 1, 9, 1, 3, 2
698, Coolidge, 89708, 1548 Hopewell St,1982-00-28 19:00:00, asked@yahoo.com, Alice, Carney, 65596, 13940, Ms, 787010585, 8216743653,enter, 5, 3, 1, 6, 2, 2, 4, 8, 5, 3, 4
699, Fort Stewart, 93068, 999 Essex Place,1971-00-22 19:00:00, white@yahoo.com, Mickey, Jordan, 08799, 70844, Ms, 166223462, 0597624872,pique, 4, 1, 1, 5, 1, 2, 5, 7, 2, 2, 2
700, Cumming, 41755, 1326 Moorehead Avenue,1978-00-01 19:00:00, moved@yahoo.com, Peggy, Murray, 29735, 94329, Ms, 474631880, 2741280024,about, 7, 4, 1, 3, 2, 2, 5, 7, 2, 6, 3
701, Smithville, 06689, 464 Woodberry Boulevard,1978-00-20 19:00:00, throw@yahoo.com, Clint, Davenport, 80026, 96063, Ms, 335769031, 5905598751,trees, 1, 2, 1, 1, 1, 1, 2, 5, 1, 2, 1
702, Quitman, 79421, 1380 Stygler Street,1984-00-04 19:00:00, words@yahoo.com, Don, Holden, 81163, 73210, Ms, 311738454, 6765825318,badly, 3, 3, 1, 1, 2, 2, 5, 5, 5, 3, 4
703, Osterfield, 24186, 1419 Dragoo Ave,1976-00-15 19:00:00, speed@yahoo.com, Lori, Juarez, 28410, 21023, Mr, 375938183, 6510039341,about, 1, 2, 1, 6, 1, 1, 3, 8, 1, 3, 4
704, Lumber City, 59356, 679 Basil St,1961-00-10 19:00:00, world@yahoo.com, Sean, Aguilar, 14359, 66778, Ms, 517314325, 1537869854,moved, 1, 4, 1, 9, 1, 2, 3, 7, 4, 2, 4
705, Edison, 51191, 1016 Elfin Square,1965-00-31 19:00:00, badly@yahoo.com, Debbie, Gibbs, 85512, 93671, Mr, 010050277, 8638662261,pique, 0, 4, 1, 3, 2, 2, 3, 6, 6, 6, 3
706, Lulaton, 34002, 893 Spielbusch Blvd,1981-00-05 19:00:00, badly@yahoo.com, Carolyn, Harris, 79418, 46068, Mr, 400010237, 0316460654,light, 4, 2, 1, 4, 2, 1, 4, 9, 1, 1, 1
707, Rome, 68025, 1036 Cattle Station,1973-00-07 19:00:00, throw@yahoo.com, Rebecca, Michael, 73792, 85375, Ms, 712649824, 5097131042,crash, 2, 3, 1, 2, 2, 2, 2, 1, 3, 3, 2
708, Lovejoy, 47395, 1647 Sycamore Parkway,1981-00-15 19:00:00, speed@yahoo.com, Vernon, Durham, 97315, 23765, Ms, 149170640, 7783687874,where, 4, 3, 1, 1, 2, 1, 5, 3, 2, 1, 4
709, Baconton, 23531, 685 Marlo Terrace,1974-00-28 19:00:00, words@yahoo.com, Kaylee, Hampton, 71776, 90644, Ms, 505334744, 7757246583,enter, 9, 3, 1, 5, 2, 2, 2, 6, 3, 4, 1
710, Ludowici, 06431, 1748 Adamsville Parkway,1962-00-27 19:00:00, light@yahoo.com, Taylor, Barrett, 19053, 21247, Mr, 939070822, 4919104426,light, 9, 1, 1, 6, 2, 1, 5, 8, 1, 1, 4
711, Warwick, 77349, 420 Edgewater Terrace,1969-00-27 19:00:00, enter@yahoo.com, Adam, Graham, 77420, 61598, Ms, 461190067, 2637506915,pique, 4, 3, 1, 4, 2, 2, 2, 8, 2, 5, 1
712, Mershon, 48047, 1143 Ellis Station,1970-00-09 19:00:00, hatch@yahoo.com, Charlie, Allison, 07822, 27445, Ms, 570009626, 6830389883,trees, 1, 3, 1, 8, 1, 1, 5, 5, 6, 4, 1
713, Cordele, 45703, 441 Applegate Trail,1957-00-29 19:00:00, light@yahoo.com, Rose, Crane, 80645, 65061, Mr, 879213225, 5743989239,hatch, 2, 3, 1, 2, 2, 1, 5, 1, 6, 5, 4
714, Milledgeville, 23902, 1157 Calvert Rd,1980-00-05 19:00:00, words@yahoo.com, Andy, White, 01598, 03750, Ms, 740382254, 1849941484,enter, 0, 1, 1, 2, 1, 2, 3, 1, 6, 3, 1
715, College Park, 32113, 1243 Roadayle Circle,1957-00-26 19:00:00, speed@yahoo.com, Trey, Lewis, 10494, 93736, Mr, 322315915, 1269272881,light, 2, 3, 1, 5, 1, 1, 3, 3, 1, 6, 3
716, Cartersville, 46238, 451 Green Drv,1967-00-09 19:00:00, speed@yahoo.com, Caleb, Newman, 84250, 97923, Mr, 075753300, 5791498702,light, 2, 1, 1, 1, 1, 1, 4, 2, 3, 3, 1
717, Country Club Estate, 24050, 1554 Forry Run,1975-00-11 19:00:00, speed@yahoo.com, Billie, Sloan, 63929, 76392, Ms, 391033864, 9279332359,asked, 7, 3, 1, 3, 1, 2, 2, 3, 3, 6, 2
718, Offerman, 04962, 756 Bell Way,1960-00-15 19:00:00, about@yahoo.com, Eric, Conley, 52456, 00070, Mr, 450660732, 2784042015,about, 4, 3, 1, 2, 1, 2, 5, 9, 2, 5, 1
719, Tarver, 71790, 430 Daisy Station,1974-00-09 19:00:00, light@yahoo.com, Eric, Puckett, 22634, 93892, Ms, 060401084, 8017333588,light, 0, 3, 1, 7, 2, 1, 2, 8, 3, 5, 3
720, Crescent, 18240, 931 Spry Rd,1975-00-26 19:00:00, light@yahoo.com, Paula, Munoz, 14543, 69563, Ms, 258908111, 3056536716,books, 3, 3, 1, 2, 2, 2, 4, 1, 2, 6, 4
721, Douglasville, 56828, 622 Richards Square,1966-00-10 19:00:00, pique@yahoo.com, Taylor, Vazquez, 01338, 53583, Ms, 872272862, 6081823696,throw, 7, 4, 1, 9, 2, 1, 4, 6, 5, 2, 3
722, Tallapoosa, 98632, 1780 Harmon Road,1961-00-04 19:00:00, hatch@yahoo.com, Tessa, Powers, 46030, 97672, Ms, 531297656, 0480178837,light, 6, 2, 1, 6, 2, 1, 2, 7, 3, 1, 2
723, Cox, 38947, 902 Tyman Ave,1958-00-08 19:00:00, wrong@yahoo.com, Penny, Reeves, 83267, 12580, Mr, 609931927, 7088248934,light, 9, 1, 1, 9, 2, 1, 5, 1, 5, 3, 4
724, Sasser, 87564, 789 Lark Drv,1977-00-19 19:00:00, light@yahoo.com, Keith, Brewer, 48818, 00556, Mr, 076633403, 2168364854,pique, 6, 1, 1, 8, 2, 1, 2, 8, 5, 3, 3
725, Hopeulikit, 75991, 909 Fairbanks Heights,1975-00-29 19:00:00, while@yahoo.com, Ronnie, Clark, 32350, 84651, Ms, 971610205, 5137048793,enter, 8, 2, 1, 6, 1, 2, 2, 3, 1, 3, 3
726, White Oak, 75092, 717 Peterson Terrace,1977-00-28 19:00:00, pique@yahoo.com, Alicia, Hatfield, 02918, 16629, Mr, 241812978, 0202131947,build, 4, 2, 1, 6, 1, 2, 5, 1, 3, 1, 4
727, Pulaski, 68708, 1378 Woodlawn Trail,1974-00-22 19:00:00, throw@yahoo.com, Beverly, Burris, 50124, 68504, Ms, 194449101, 4408607941,build, 1, 4, 1, 5, 1, 2, 1, 4, 2, 6, 3
728, Nicholls, 32157, 736 Prison Circle,1963-00-16 19:00:00, while@yahoo.com, Arthur, Hood, 49121, 03826, Ms, 101368214, 7175052759,pique, 1, 4, 1, 5, 1, 2, 1, 7, 3, 3, 2
729, Sugar Hill, 32403, 1140 Pike Run,1961-00-13 19:00:00, badly@yahoo.com, Grace, Lawson, 64274, 47138, Ms, 130040954, 4005840493,pique, 4, 2, 1, 7, 2, 1, 4, 3, 5, 1, 2
730, Lagrange, 35512, 1449 Bateman Park,1967-00-18 19:00:00, about@yahoo.com, Casey, Grimes, 94943, 21780, Mr, 660504844, 1267672141,badly, 0, 2, 1, 5, 2, 1, 5, 1, 6, 2, 3
731, Eulonia, 55937, 1226 Heckak Heights,1967-00-28 19:00:00, build@yahoo.com, Krista, Hogan, 71700, 56573, Ms, 269258161, 9493126501,light, 1, 2, 1, 1, 2, 2, 5, 3, 5, 3, 1
732, Bowman, 42551, 1693 Gomber Park,1968-00-15 19:00:00, about@yahoo.com, Tamara, Franks, 95767, 98913, Ms, 837992291, 3338116325,badly, 4, 4, 1, 8, 1, 2, 2, 6, 2, 2, 4
733, Royston, 68471, 1049 Scott Heights,1966-00-08 19:00:00, light@yahoo.com, Darren, Haynes, 54413, 77481, Ms, 164855697, 8611723869,moved, 5, 3, 1, 1, 2, 1, 1, 6, 4, 5, 3
734, Austell, 95230, 501 Dads Place,1980-00-22 19:00:00, pique@yahoo.com, Judy, Cox, 77846, 74224, Ms, 997167087, 2777494002,white, 5, 4, 1, 6, 2, 2, 3, 7, 6, 3, 2
735, Carnesville, 92440, 1545 Garrett Boulevard,1966-00-10 19:00:00, light@yahoo.com, Donald, Faulkner, 06809, 30855, Ms, 937568933, 0397539585,wrong, 7, 1, 1, 9, 2, 2, 4, 6, 4, 6, 1
736, Withers, 16370, 1463 Hawkes Street,1958-00-13 19:00:00, badly@yahoo.com, Robbie, Bolton, 84654, 59091, Ms, 975081641, 3508703662,pique, 1, 3, 1, 1, 1, 2, 4, 2, 5, 1, 4
737, Byron, 31957, 416 Crown Heights,1962-00-29 19:00:00, pique@yahoo.com, Bobbie, Cruz, 56001, 33371, Ms, 599260759, 1425412604,until, 4, 3, 1, 2, 1, 1, 5, 7, 3, 2, 4
738, Mystic, 88379, 1382 Alkire Ridge,1980-00-11 19:00:00, words@yahoo.com, Tashia, Kramer, 44518, 11839, Ms, 286958346, 4557062823,world, 5, 4, 1, 9, 1, 2, 4, 1, 6, 4, 1
739, Millen, 39586, 1398 Pennisula Square,1981-00-20 19:00:00, about@yahoo.com, Wanda, Fischer, 39078, 53065, Ms, 185380744, 9995589469,badly, 8, 1, 1, 2, 1, 1, 4, 4, 1, 5, 1
740, Colesburg, 17122, 1642 Chewelah St,1984-00-02 19:00:00, pique@yahoo.com, Breanna, Good, 11132, 05181, Ms, 502179065, 1584594345,about, 2, 2, 1, 5, 1, 1, 4, 6, 6, 6, 3
741, Hickox, 09762, 969 Scenic Blvd,1974-00-01 19:00:00, wrong@yahoo.com, Wesley, Conway, 38664, 80828, Ms, 445326770, 2077021426,about, 8, 3, 1, 4, 1, 1, 1, 1, 4, 3, 4
742, Meigs, 86447, 1201 Marsha Park,1978-00-21 19:00:00, light@yahoo.com, Billie, Knowles, 20048, 82346, Ms, 794848803, 4775094014,badly, 7, 4, 1, 9, 1, 2, 5, 7, 1, 3, 1
743, Americus, 77857, 1758 Grieves Ridge,1982-00-06 19:00:00, hatch@yahoo.com, Jacob, Saunders, 42802, 41242, Mr, 256554225, 1412234970,light, 2, 3, 1, 9, 1, 1, 2, 8, 2, 6, 2
744, Pooler, 37651, 1584 Hamilton Blvd,1963-00-27 19:00:00, about@yahoo.com, Betty, Spears, 35836, 00299, Ms, 379932584, 1842507129,badly, 5, 3, 1, 1, 2, 1, 4, 9, 1, 2, 2
745, Everitt, 82262, 1467 Sealover Heights,1975-00-30 19:00:00, about@yahoo.com, Herbert, Solis, 51767, 47317, Mr, 064510171, 1769573531,build, 1, 3, 1, 7, 1, 1, 5, 5, 1, 3, 3
746, Rochelle, 74804, 782 Heckel Square,1971-00-17 19:00:00, asked@yahoo.com, Katrina, Buckner, 33847, 77942, Ms, 365832654, 9352854948,until, 7, 1, 1, 2, 1, 1, 1, 4, 1, 2, 4
747, Moultrie, 62867, 1337 Robin Path,1976-00-27 19:00:00, throw@yahoo.com, Leah, Sykes, 27108, 42687, Ms, 186338471, 7662097781,until, 2, 2, 1, 8, 1, 1, 5, 8, 1, 6, 4
748, Gainesville, 67944, 935 Winlwood Ridge,1966-00-27 19:00:00, caves@yahoo.com, Martin, Guzman, 32497, 78230, Ms, 899291114, 8830187162,badly, 6, 2, 1, 7, 2, 1, 2, 9, 6, 5, 3
749, Newnan, 18738, 984 Blennerhassett Lane,1976-00-07 19:00:00, enter@yahoo.com, Bonnie, Hudson, 36934, 82971, Ms, 380251159, 1612634650,books, 6, 4, 1, 7, 2, 2, 3, 1, 6, 2, 4
750, Hartwell, 31797, 1142 Bolton Crescent,1963-00-11 19:00:00, asked@yahoo.com, Laura, Cobb, 36187, 05343, Ms, 130511865, 9152221038,enter, 7, 2, 1, 8, 1, 2, 1, 8, 1, 2, 2
751, Dunwoody, 80425, 1496 Bateman St,1975-00-06 19:00:00, enter@yahoo.com, Glenn, Farmer, 28708, 76854, Ms, 208032625, 0847741894,words, 9, 4, 1, 2, 1, 2, 5, 4, 2, 2, 2
752, Chamblee, 41191, 774 Vine Ln,1974-00-10 19:00:00, badly@yahoo.com, Anna, Short, 59698, 48934, Ms, 274933977, 6115242572,light, 4, 3, 1, 5, 1, 2, 4, 5, 1, 3, 3
753, Tifton, 59839, 638 Oxford Ave,1975-00-23 19:00:00, wrong@yahoo.com, Rochelle, Phillips, 44224, 26101, Mr, 955372347, 9017066655,white, 7, 3, 1, 3, 1, 2, 2, 8, 5, 4, 1
754, Fairmont, 25917, 959 Belden Avenue,1960-00-08 19:00:00, world@yahoo.com, Erica, Ayala, 89230, 57459, Ms, 069699198, 7552517393,light, 8, 4, 1, 4, 1, 2, 2, 9, 5, 5, 3
755, Griffin, 88506, 1032 Freeborn Ave,1957-00-27 19:00:00, throw@yahoo.com, Allison, Petersen, 20484, 48693, Ms, 130771869, 9438552445,hatch, 4, 2, 1, 6, 1, 1, 4, 8, 1, 1, 3
756, Buchanan, 96003, 1432 Pioneer Circle,1957-00-09 19:00:00, enter@yahoo.com, Norma, Baldwin, 05566, 85418, Ms, 555415531, 4385299252,speed, 6, 3, 1, 4, 1, 2, 4, 9, 3, 2, 3
757, Brooklet, 66192, 664 Rains Boulevard,1982-00-28 19:00:00, light@yahoo.com, Jeff, Woods, 94087, 29089, Ms, 043406062, 6714103940,light, 3, 1, 1, 3, 1, 1, 3, 5, 4, 6, 1
758, Monticello, 95233, 1737 Winton Boulevard,1971-00-19 19:00:00, light@yahoo.com, Patrick, McIntosh, 05947, 24954, Ms, 262043978, 4701996368,badly, 7, 2, 1, 3, 2, 1, 2, 7, 2, 3, 2
759, Surrency, 21291, 877 Layton Place,1957-00-14 19:00:00, trees@yahoo.com, Hunter, Padilla, 37000, 00807, Ms, 164737978, 1612196115,about, 3, 4, 1, 5, 1, 2, 2, 7, 6, 4, 4
760, Cogdell, 92730, 1704 Bethesda Ln,1960-00-02 19:00:00, words@yahoo.com, Derrick, Erickson, 80430, 88159, Ms, 270551514, 5211236881,wrong, 5, 2, 1, 4, 2, 2, 3, 9, 2, 5, 2
761, Attapulgus, 70193, 1534 Gilbert Trail,1960-00-08 19:00:00, throw@yahoo.com, Tonya, Battle, 05238, 62802, Ms, 822444234, 6818044652,badly, 3, 3, 1, 7, 2, 1, 5, 8, 3, 4, 4
762, Lax, 14090, 1713 Wetsell Way,1971-00-21 19:00:00, light@yahoo.com, Kaitlyn, Alexander, 10425, 12711, Mr, 505937698, 2504375486,about, 0, 1, 1, 9, 2, 2, 2, 5, 3, 2, 1
763, Thalman, 23434, 1102 Stevy Blvd,1984-00-02 19:00:00, light@yahoo.com, Cynthia, Morgan, 14416, 05232, Ms, 587461344, 2274019412,hatch, 6, 4, 1, 2, 1, 2, 3, 7, 2, 1, 3
764, Cornelia, 94137, 987 Fairview St,1959-00-21 19:00:00, plane@yahoo.com, Austin, Richardson, 61521, 41911, Mr, 918184635, 4841074768,enter, 8, 3, 1, 6, 1, 2, 4, 6, 2, 5, 2
765, Bloomingdale, 10451, 1047 Runyan Crescent,1967-00-14 19:00:00, throw@yahoo.com, Connie, Estes, 92705, 59778, Ms, 555930178, 1949135198,badly, 4, 4, 1, 6, 2, 2, 3, 4, 3, 2, 3
766, Bemiss, 22906, 1436 Turner Heights,1957-00-01 19:00:00, throw@yahoo.com, Patty, Luna, 56235, 08452, Ms, 444225657, 6156382584,ghost, 0, 3, 1, 4, 2, 2, 2, 3, 2, 6, 4
767, Bowens Mill, 99028, 1672 Hudson Street,1976-00-24 19:00:00, speed@yahoo.com, Rodney, Ford, 06752, 21758, Mr, 606171784, 4516679634,light, 3, 4, 1, 4, 2, 1, 3, 6, 2, 2, 4
768, Darien, 18058, 540 Zella Parkway,1963-00-02 19:00:00, enter@yahoo.com, Kristy, Mann, 60706, 73257, Mr, 460508520, 4439866350,pique, 3, 2, 1, 7, 2, 2, 5, 7, 3, 4, 2
769, Chester, 10748, 1257 Ridgewood Road,1958-00-18 19:00:00, write@yahoo.com, John, Fleming, 00583, 01384, Ms, 374646225, 4710093619,light, 3, 3, 1, 8, 1, 1, 2, 3, 1, 6, 3
770, Nashville, 20710, 1679 Davis Way,1983-00-03 19:00:00, light@yahoo.com, Travis, Witt, 53745, 41220, Ms, 208525762, 5327336651,badly, 9, 3, 1, 2, 2, 1, 3, 3, 2, 3, 1
